# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.05201187
    2      -0.09211057
    3       0.21332233
    4       0.30529338
    5       0.27546008
    6       0.24602292
