
  Energy       1     2.3516693043E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99983268     2.05320035
    5   ->     7     0.01650536     5.43680046
    3   ->     7     0.00770693     6.88487199
    4   ->     7     0.00090809     6.52585960
    1   ->    12     0.00085990    41.75804036
    4   ->    12     0.00069996    31.92002739
    4   ->     8     0.00053568    18.72598732
    6   ->     8     0.00045117    14.25332807
    5   ->     9     0.00026117    19.18655275
    4   ->    11     0.00020670    24.51267779
    3   ->     9     0.00019746    20.63462428
    2   ->    12     0.00015130    35.52556700
    5   ->    10     0.00012573    20.72633260
    3   ->    10     0.00012298    22.17440413
    5   ->    12     0.00009543    30.83096825
    6   ->    10     0.00008966    17.34273249
    5   ->     8     0.00008774    17.63692818
    2   ->     9     0.00007667    23.88115150
    6   ->    12     0.00006770    27.44736814
    2   ->    11     0.00006027    28.11821739
    2   ->     7     0.00003864    10.13139921
    3   ->     8     0.00002744    19.08499971
    6   ->     9     0.00002123    15.80295264
    2   ->     8     0.00002098    22.33152693
    1   ->    11     0.00001589    34.35069075
    1   ->     9     0.00001575    30.11362486
    1   ->     7     0.00001479    16.36387256
    2   ->    10     0.00001293    25.42093135
    1   ->     8     0.00000472    28.56400028
    1   ->    10     0.00000378    31.65340471
    3   ->    11     0.00000274    24.87169017
    3   ->    12     0.00000266    32.27903978
    4   ->     9     0.00000050    20.27561189
    4   ->    10     0.00000027    21.81539174
    6   ->    11     0.00000009    20.04001854
    5   ->    11     0.00000005    23.42361864

  Energy       2     5.7723720828E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99666571     5.43680046
    3   ->     7     0.07073012     6.88487199
    4   ->     7     0.04058269     6.52585960
    6   ->     8     0.00183794    14.25332807
    6   ->     7     0.00154197     2.05320035
    1   ->    12     0.00092805    41.75804036
    4   ->    12     0.00087979    31.92002739
    6   ->     9     0.00035167    15.80295264
    4   ->     9     0.00030707    20.27561189
    3   ->    10     0.00020394    22.17440413
    4   ->    11     0.00017792    24.51267779
    2   ->    12     0.00015029    35.52556700
    3   ->     9     0.00011494    20.63462428
    5   ->    12     0.00010151    30.83096825
    6   ->    12     0.00008855    27.44736814
    2   ->     8     0.00008187    22.33152693
    2   ->    11     0.00007169    28.11821739
    4   ->     8     0.00006209    18.72598732
    2   ->    10     0.00004314    25.42093135
    3   ->     8     0.00004286    19.08499971
    1   ->     8     0.00003887    28.56400028
    4   ->    10     0.00003520    21.81539174
    1   ->    11     0.00003004    34.35069075
    2   ->     7     0.00001447    10.13139921
    2   ->     9     0.00000668    23.88115150
    6   ->    10     0.00000559    17.34273249
    1   ->     7     0.00000467    16.36387256
    3   ->    12     0.00000273    32.27903978
    5   ->     9     0.00000101    19.18655275
    5   ->    11     0.00000101    23.42361864
    3   ->    11     0.00000100    24.87169017
    1   ->    10     0.00000076    31.65340471
    5   ->    10     0.00000050    20.72633260
    5   ->     8     0.00000046    17.63692818
    6   ->    11     0.00000042    20.04001854
    1   ->     9     0.00000004    30.11362486

  Energy       3     6.6147037984E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99653741     6.52585960
    3   ->     7     0.08238183     6.88487199
    5   ->     7     0.01121516     5.43680046
    6   ->     8     0.00050800    14.25332807
    6   ->     9     0.00049121    15.80295264
    4   ->     9     0.00019232    20.27561189
    5   ->     9     0.00012970    19.18655275
    4   ->     8     0.00012826    18.72598732
    2   ->     9     0.00012661    23.88115150
    1   ->    12     0.00010805    41.75804036
    4   ->    12     0.00009459    31.92002739
    4   ->    11     0.00009135    24.51267779
    3   ->    11     0.00008650    24.87169017
    2   ->    11     0.00008081    28.11821739
    3   ->     8     0.00006997    19.08499971
    1   ->     8     0.00005143    28.56400028
    6   ->     7     0.00004967     2.05320035
    4   ->    10     0.00004920    21.81539174
    5   ->     8     0.00004862    17.63692818
    6   ->    10     0.00004376    17.34273249
    2   ->     8     0.00003115    22.33152693
    3   ->    10     0.00002825    22.17440413
    6   ->    11     0.00002750    20.04001854
    5   ->    10     0.00002270    20.72633260
    2   ->     7     0.00002198    10.13139921
    6   ->    12     0.00001867    27.44736814
    2   ->    10     0.00001427    25.42093135
    3   ->     9     0.00001275    20.63462428
    2   ->    12     0.00000847    35.52556700
    1   ->     7     0.00000710    16.36387256
    5   ->    12     0.00000670    30.83096825
    1   ->    11     0.00000523    34.35069075
    5   ->    11     0.00000438    23.42361864
    3   ->    12     0.00000375    32.27903978
    1   ->    10     0.00000239    31.65340471
    1   ->     9     0.00000000    30.11362486

  Energy       4     7.4903921267E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99655599     6.88487199
    5   ->     7     0.05961200     5.43680046
    4   ->     7     0.05720173     6.52585960
    6   ->     8     0.00540942    14.25332807
    4   ->    12     0.00312455    31.92002739
    1   ->    12     0.00250385    41.75804036
    6   ->     7     0.00157526     2.05320035
    2   ->     7     0.00108845    10.13139921
    2   ->    12     0.00071209    35.52556700
    4   ->     8     0.00057256    18.72598732
    1   ->    11     0.00045367    34.35069075
    5   ->     9     0.00036051    19.18655275
    5   ->    12     0.00031510    30.83096825
    6   ->    12     0.00027717    27.44736814
    1   ->     9     0.00021237    30.11362486
    3   ->     8     0.00019096    19.08499971
    1   ->     8     0.00018706    28.56400028
    4   ->    11     0.00017050    24.51267779
    4   ->    10     0.00015237    21.81539174
    3   ->    11     0.00012685    24.87169017
    6   ->     9     0.00009641    15.80295264
    3   ->     9     0.00009207    20.63462428
    3   ->    12     0.00008725    32.27903978
    5   ->     8     0.00007395    17.63692818
    1   ->    10     0.00006203    31.65340471
    4   ->     9     0.00005606    20.27561189
    2   ->    10     0.00004383    25.42093135
    1   ->     7     0.00002468    16.36387256
    2   ->     9     0.00002358    23.88115150
    6   ->    10     0.00001820    17.34273249
    2   ->     8     0.00001649    22.33152693
    6   ->    11     0.00001569    20.04001854
    3   ->    10     0.00000277    22.17440413
    2   ->    11     0.00000270    28.11821739
    5   ->    11     0.00000176    23.42361864
    5   ->    10     0.00000103    20.72633260

  Energy       5     1.0188717103E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999978    10.13139921
    3   ->     7     0.00042735     6.88487199
    4   ->     9     0.00026426    20.27561189
    6   ->     9     0.00024465    15.80295264
    5   ->     9     0.00017860    19.18655275
    3   ->    11     0.00014366    24.87169017
    3   ->    10     0.00013674    22.17440413
    6   ->     8     0.00012207    14.25332807
    2   ->     8     0.00011925    22.33152693
    3   ->     9     0.00009165    20.63462428
    5   ->     8     0.00008743    17.63692818
    2   ->    10     0.00008458    25.42093135
    1   ->     9     0.00007629    30.11362486
    3   ->     8     0.00005794    19.08499971
    1   ->     7     0.00003560    16.36387256
    4   ->     8     0.00002793    18.72598732
    1   ->    10     0.00001886    31.65340471
    3   ->    12     0.00001661    32.27903978
    4   ->    12     0.00001262    31.92002739
    1   ->     8     0.00001210    28.56400028
    6   ->    11     0.00001201    20.04001854
    5   ->     7     0.00000883     5.43680046
    2   ->    12     0.00000830    35.52556700
    6   ->    10     0.00000720    17.34273249
    4   ->     7     0.00000691     6.52585960
    5   ->    11     0.00000434    23.42361864
    1   ->    12     0.00000383    41.75804036
    6   ->     7     0.00000382     2.05320035
    1   ->    11     0.00000345    34.35069075
    4   ->    11     0.00000262    24.51267779
    6   ->    12     0.00000174    27.44736814
    5   ->    10     0.00000087    20.72633260
    5   ->    12     0.00000060    30.83096825
    4   ->    10     0.00000046    21.81539174
    2   ->     9     0.00000007    23.88115150
    2   ->    11     0.00000003    28.11821739

  Energy       6     1.4676600794E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99986169    14.25332807
    6   ->     9     0.01450909    15.80295264
    5   ->     8     0.00652458    17.63692818
    4   ->     9     0.00374615    20.27561189
    4   ->    10     0.00145216    21.81539174
    4   ->    12     0.00126122    31.92002739
    4   ->     8     0.00112682    18.72598732
    1   ->    12     0.00104234    41.75804036
    6   ->    10     0.00095210    17.34273249
    5   ->    10     0.00090437    20.72633260
    2   ->    10     0.00088472    25.42093135
    3   ->     7     0.00055508     6.88487199
    5   ->     7     0.00044657     5.43680046
    2   ->     9     0.00038221    23.88115150
    2   ->    12     0.00027643    35.52556700
    4   ->    11     0.00020568    24.51267779
    6   ->    12     0.00020098    27.44736814
    3   ->     8     0.00017697    19.08499971
    4   ->     7     0.00014988     6.52585960
    1   ->    11     0.00012699    34.35069075
    5   ->    12     0.00008891    30.83096825
    3   ->     9     0.00008488    20.63462428
    3   ->    10     0.00008330    22.17440413
    3   ->    11     0.00007877    24.87169017
    2   ->     8     0.00006960    22.33152693
    2   ->     7     0.00004300    10.13139921
    1   ->    10     0.00002952    31.65340471
    6   ->     7     0.00002159     2.05320035
    1   ->     7     0.00002105    16.36387256
    1   ->     9     0.00001760    30.11362486
    5   ->    11     0.00001583    23.42361864
    1   ->     8     0.00001575    28.56400028
    2   ->    11     0.00000287    28.11821739
