# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.02675807
    2      -0.09648534
    3       0.28382124
    4       0.29435063
    5       0.28829257
    6       0.25677897
