# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04829982
    2      -0.11001176
    3       0.27616039
    4       0.28805668
    5       0.29599504
    6       0.29809946
