# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04774674
    2      -0.11024125
    3       0.29813516
    4       0.29428846
    5       0.28895409
    6       0.27661028
