# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04273548
    2      -0.11053172
    3       0.27753806
    4       0.29386221
    5       0.29057417
    6       0.29129274
