# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.10365833
    2      -0.13800056
    3       0.32720942
    4       0.29435496
    5       0.29418711
    6       0.32590740
