# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.19817897
    2      -0.13374209
    3       0.19456449
    4       0.27737220
    5       0.25978320
    6       0.20384323
