# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.01475746
    2      -0.09371561
    3       0.26996912
    4       0.27931966
    5       0.29771154
    6       0.26147275
