# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.02780374
    2      -0.08634908
    3       0.25225243
    4       0.27698063
    5       0.30331981
    6       0.22599249
