
  Energy       1     3.3469245119E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99416508     2.31678280
    4   ->     8     0.08029273    10.52918331
    4   ->     7     0.06892384     4.74341524
    5   ->     7     0.01587805     4.43340736
    6   ->     8     0.01238518     8.10255088
    1   ->     8     0.00523890    19.99504445
    2   ->     8     0.00217599    15.84014972
    5   ->     8     0.00073375    10.21917544
    3   ->     8     0.00029159    11.64508825
    3   ->     9     0.00014698    19.58420427
    3   ->    10     0.00012887    20.30551858
    1   ->     7     0.00007537    14.20927637
    3   ->    11     0.00007028    22.83549897
    1   ->    12     0.00006666    32.62898472
    3   ->    12     0.00006192    24.27902853
    3   ->     7     0.00005699     5.85932017
    6   ->    10     0.00004362    16.76298120
    6   ->    12     0.00003720    20.73649115
    2   ->     7     0.00003663    10.05438164
    1   ->     9     0.00003648    27.93416046
    5   ->    11     0.00002802    21.40958616
    5   ->    10     0.00002200    18.87960576
    6   ->     9     0.00001587    16.04166689
    2   ->    12     0.00001036    28.47408999
    2   ->    11     0.00001016    27.03056044
    1   ->    11     0.00000928    31.18545517
    1   ->    10     0.00000880    28.65547477
    4   ->    11     0.00000601    21.71959404
    4   ->    10     0.00000521    19.18961364
    5   ->     9     0.00000476    18.15829145
    2   ->    10     0.00000383    24.50058004
    4   ->     9     0.00000178    18.46829933
    2   ->     9     0.00000106    23.77926573
    6   ->    11     0.00000104    19.29296160
    5   ->    12     0.00000058    22.85311572
    4   ->    12     0.00000024    23.16312359

  Energy       2     4.4680869893E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99983831     4.43340736
    4   ->     7     0.01781149     4.74341524
    6   ->     7     0.00211675     2.31678280
    4   ->     8     0.00122217    10.52918331
    6   ->     8     0.00024941     8.10255088
    5   ->    10     0.00021348    18.87960576
    1   ->     8     0.00007637    19.99504445
    5   ->     8     0.00006658    10.21917544
    2   ->    11     0.00005741    27.03056044
    4   ->     9     0.00005026    18.46829933
    2   ->     8     0.00003510    15.84014972
    3   ->     9     0.00002717    19.58420427
    3   ->    12     0.00002543    24.27902853
    3   ->    10     0.00002390    20.30551858
    4   ->    11     0.00002355    21.71959404
    3   ->    11     0.00002051    22.83549897
    5   ->    12     0.00001985    22.85311572
    5   ->    11     0.00001949    21.40958616
    5   ->     9     0.00001834    18.15829145
    2   ->    12     0.00001715    28.47408999
    1   ->     9     0.00001431    27.93416046
    3   ->     8     0.00001010    11.64508825
    2   ->    10     0.00000765    24.50058004
    1   ->    11     0.00000461    31.18545517
    3   ->     7     0.00000453     5.85932017
    1   ->    12     0.00000279    32.62898472
    2   ->     9     0.00000266    23.77926573
    6   ->    12     0.00000226    20.73649115
    1   ->    10     0.00000211    28.65547477
    4   ->    10     0.00000113    19.18961364
    6   ->     9     0.00000102    16.04166689
    6   ->    10     0.00000078    16.76298120
    2   ->     7     0.00000061    10.05438164
    6   ->    11     0.00000051    19.29296160
    1   ->     7     0.00000051    14.20927637
    4   ->    12     0.00000046    23.16312359

  Energy       3     4.8694768093E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99965635     4.74341524
    4   ->     8     0.01658374    10.52918331
    6   ->     7     0.01575276     2.31678280
    5   ->     7     0.01234851     4.43340736
    6   ->     8     0.00325825     8.10255088
    1   ->     8     0.00086218    19.99504445
    2   ->     8     0.00036310    15.84014972
    5   ->     8     0.00015705    10.21917544
    3   ->     7     0.00008058     5.85932017
    3   ->     8     0.00005633    11.64508825
    5   ->    11     0.00002311    21.40958616
    5   ->     9     0.00001913    18.15829145
    4   ->    10     0.00001232    19.18961364
    1   ->     7     0.00000884    14.20927637
    3   ->    12     0.00000653    24.27902853
    6   ->    10     0.00000633    16.76298120
    3   ->    10     0.00000607    20.30551858
    2   ->     7     0.00000604    10.05438164
    2   ->    10     0.00000499    24.50058004
    6   ->    12     0.00000466    20.73649115
    1   ->    12     0.00000350    32.62898472
    2   ->     9     0.00000244    23.77926573
    5   ->    12     0.00000243    22.85311572
    3   ->     9     0.00000240    19.58420427
    4   ->    12     0.00000201    23.16312359
    6   ->     9     0.00000144    16.04166689
    3   ->    11     0.00000117    22.83549897
    1   ->     9     0.00000105    27.93416046
    2   ->    12     0.00000090    28.47408999
    6   ->    11     0.00000088    19.29296160
    4   ->    11     0.00000052    21.71959404
    1   ->    11     0.00000047    31.18545517
    2   ->    11     0.00000045    27.03056044
    1   ->    10     0.00000017    28.65547477
    5   ->    10     0.00000002    18.87960576
    4   ->     9     0.00000001    18.46829933

  Energy       4     5.8724094060E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     1.00000000     5.85932017
    3   ->    12     0.00004215    24.27902853
    4   ->     8     0.00003814    10.52918331
    4   ->     7     0.00003250     4.74341524
    5   ->     9     0.00003195    18.15829145
    3   ->    10     0.00002502    20.30551858
    5   ->    11     0.00001912    21.40958616
    1   ->     9     0.00001830    27.93416046
    3   ->     9     0.00001709    19.58420427
    2   ->     9     0.00001475    23.77926573
    6   ->     7     0.00001134     2.31678280
    4   ->     9     0.00001109    18.46829933
    4   ->    10     0.00001058    19.18961364
    6   ->     8     0.00000986     8.10255088
    1   ->    10     0.00000754    28.65547477
    5   ->    12     0.00000620    22.85311572
    3   ->    11     0.00000569    22.83549897
    2   ->    11     0.00000540    27.03056044
    4   ->    11     0.00000379    21.71959404
    5   ->     7     0.00000364     4.43340736
    1   ->    12     0.00000351    32.62898472
    2   ->    10     0.00000309    24.50058004
    5   ->    10     0.00000289    18.87960576
    4   ->    12     0.00000277    23.16312359
    6   ->     9     0.00000200    16.04166689
    1   ->     8     0.00000177    19.99504445
    1   ->    11     0.00000121    31.18545517
    3   ->     8     0.00000117    11.64508825
    6   ->    10     0.00000112    16.76298120
    2   ->     7     0.00000078    10.05438164
    2   ->     8     0.00000062    15.84014972
    6   ->    12     0.00000045    20.73649115
    5   ->     8     0.00000009    10.21917544
    1   ->     7     0.00000007    14.20927637
    6   ->    11     0.00000002    19.29296160
    2   ->    12     0.00000002    28.47408999

  Energy       5     8.1968249759E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99964353     8.10255088
    4   ->     8     0.02668398    10.52918331
    6   ->     7     0.00056605     2.31678280
    1   ->     8     0.00045956    19.99504445
    5   ->     8     0.00033473    10.21917544
    4   ->     7     0.00027963     4.74341524
    2   ->     8     0.00023601    15.84014972
    3   ->     8     0.00006347    11.64508825
    5   ->     7     0.00003692     4.43340736
    3   ->    10     0.00001710    20.30551858
    2   ->     7     0.00001362    10.05438164
    3   ->     9     0.00001244    19.58420427
    1   ->     7     0.00001014    14.20927637
    3   ->    12     0.00000972    24.27902853
    1   ->    12     0.00000724    32.62898472
    5   ->    11     0.00000496    21.40958616
    6   ->    10     0.00000459    16.76298120
    6   ->    12     0.00000418    20.73649115
    2   ->    12     0.00000258    28.47408999
    3   ->    11     0.00000246    22.83549897
    4   ->    11     0.00000208    21.71959404
    3   ->     7     0.00000190     5.85932017
    1   ->     9     0.00000157    27.93416046
    1   ->    11     0.00000153    31.18545517
    6   ->     9     0.00000128    16.04166689
    5   ->    12     0.00000105    22.85311572
    1   ->    10     0.00000040    28.65547477
    4   ->    10     0.00000036    19.18961364
    2   ->    10     0.00000019    24.50058004
    2   ->     9     0.00000018    23.77926573
    6   ->    11     0.00000010    19.29296160
    4   ->     9     0.00000008    18.46829933
    5   ->     9     0.00000003    18.15829145
    5   ->    10     0.00000003    18.87960576
    4   ->    12     0.00000002    23.16312359
    2   ->    11     0.00000000    27.03056044

  Energy       6     1.0063936257E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999997    10.05438164
    4   ->     8     0.00020439    10.52918331
    5   ->     8     0.00008014    10.21917544
    5   ->    11     0.00006429    21.40958616
    3   ->     9     0.00005271    19.58420427
    2   ->    10     0.00003460    24.50058004
    4   ->     9     0.00002019    18.46829933
    5   ->    12     0.00001242    22.85311572
    4   ->    10     0.00001216    19.18961364
    3   ->    11     0.00001063    22.83549897
    3   ->    10     0.00001030    20.30551858
    5   ->    10     0.00000847    18.87960576
    2   ->    12     0.00000659    28.47408999
    1   ->    12     0.00000589    32.62898472
    2   ->     8     0.00000554    15.84014972
    4   ->    12     0.00000490    23.16312359
    4   ->    11     0.00000459    21.71959404
    1   ->    11     0.00000424    31.18545517
    1   ->     9     0.00000388    27.93416046
    2   ->     9     0.00000309    23.77926573
    2   ->    11     0.00000254    27.03056044
    6   ->    12     0.00000142    20.73649115
    3   ->     8     0.00000115    11.64508825
    3   ->    12     0.00000105    24.27902853
    6   ->     8     0.00000100     8.10255088
    1   ->     8     0.00000057    19.99504445
    1   ->     7     0.00000048    14.20927637
    6   ->     9     0.00000033    16.04166689
    6   ->     7     0.00000026     2.31678280
    6   ->    10     0.00000021    16.76298120
    3   ->     7     0.00000020     5.85932017
    1   ->    10     0.00000010    28.65547477
    5   ->     9     0.00000009    18.15829145
