
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.282       0.0135463        6   ->     7  
       2      5.586       0.0867458        5   ->     7  
       3      6.672       0.0084628        4   ->     7  
       4      7.190       0.0746969        3   ->     7  
       5     10.410       0.0072672        2   ->     7  
       6     14.813       0.2722530        6   ->     8  
       7     16.126       0.1989588        6   ->     9  
       8     16.545       0.0136765        1   ->     7  
       9     17.539       0.0107251        6   ->    10  
      10     18.118       0.0434917        5   ->     8  
      11     19.203       0.2405330        4   ->     8  
      12     19.430       0.3461169        5   ->     9  
      13     19.687       0.0291455        6   ->    11  
      14     19.721       0.0285758        3   ->     8  
      15     20.516       0.2904293        4   ->     9  
      16     20.843       0.0077944        5   ->    10  
      17     21.034       0.0178879        3   ->     9  
      18     21.929       0.0826100        4   ->    10  
      19     22.447       0.0848227        3   ->    10  
      20     22.941       0.1669612        2   ->     8  
      21     22.991       0.0128490        5   ->    11  
      22     24.077       0.0139141        4   ->    11  
      23     24.254       0.0761439        2   ->     9  
      24     24.595       0.4734418        3   ->    11  
      25     25.667       0.2839750        2   ->    10  
      26     25.814       0.0037070        6   ->    12  
      27     27.815       0.0889236        2   ->    11  
      28     29.076       0.1190245        1   ->     8  
      29     29.118       0.0100637        5   ->    12  
      30     30.204       0.6258356        4   ->    12  
      31     30.388       0.0114475        1   ->     9  
      32     30.722       0.0361934        3   ->    12  
      33     31.801       0.2032236        1   ->    10  
      34     33.942       0.3143883        2   ->    12  
      35     33.950       0.2620449        1   ->    11  
      36     40.077       1.0961396        1   ->    12  

