# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.18336126
    2      -0.12633189
    3       0.20121625
    4       0.27612538
    5       0.26017209
    6       0.20545692
