# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.18332290
    2      -0.14045357
    3       0.21131428
    4       0.26308678
    5       0.28553357
    6       0.19719605
