# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.03414414
    2      -0.10072204
    3       0.28831470
    4       0.29597039
    5       0.28759345
    6       0.26298764
