# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04832068
    2      -0.10974310
    3       0.29675352
    4       0.29654081
    5       0.28832742
    6       0.27644204
