
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      3.382       0.0324619        6   ->     7  
       2      5.419       0.1334860        5   ->     7  
       3      6.731       0.0070735        4   ->     7  
       4      7.777       0.0243965        3   ->     7  
       5     10.667       0.0044021        2   ->     7  
       6     14.309       0.2307534        6   ->     8  
       7     16.346       0.0647715        5   ->     8  
       8     16.849       0.0057016        1   ->     7  
       9     17.000       0.2249390        6   ->     9  
      10     17.658       0.2585214        4   ->     8  
      11     18.704       0.0356050        3   ->     8  
      12     18.905       0.0273609        6   ->    10  
      13     19.037       0.2381043        5   ->     9  
      14     20.203       0.0662658        6   ->    11  
      15     20.349       0.2149542        4   ->     9  
      16     20.943       0.0125782        5   ->    10  
      17     21.395       0.0175313        3   ->     9  
      18     21.594       0.0929649        2   ->     8  
      19     22.241       0.0182145        5   ->    11  
      20     22.255       0.0556190        4   ->    10  
      21     23.301       0.2112819        3   ->    10  
      22     23.553       0.0016168        4   ->    11  
      23     24.285       0.1070943        2   ->     9  
      24     24.302       0.0073512        6   ->    12  
      25     24.599       0.3431861        3   ->    11  
      26     26.191       0.2488728        2   ->    10  
      27     26.339       0.0021975        5   ->    12  
      28     27.489       0.1344977        2   ->    11  
      29     27.651       0.6754078        4   ->    12  
      30     27.776       0.1506731        1   ->     8  
      31     28.697       0.0971951        3   ->    12  
      32     30.467       0.0751606        1   ->     9  
      33     31.587       0.3310903        2   ->    12  
      34     32.373       0.2272420        1   ->    10  
      35     33.671       0.3364941        1   ->    11  
      36     37.770       0.7572827        1   ->    12  

