# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06065374
    2      -0.11991273
    3       0.30224690
    4       0.29065166
    5       0.29362085
    6       0.29404707
