
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.182       0.0158784        6   ->     7  
       2      5.288       0.0690013        5   ->     7  
       3      6.472       0.0258026        4   ->     7  
       4      6.870       0.0709045        3   ->     7  
       5     10.094       0.0091688        2   ->     7  
       6     13.697       0.1858556        6   ->     8  
       7     16.150       0.1206664        6   ->     9  
       8     16.297       0.0101087        1   ->     7  
       9     16.803       0.0940422        5   ->     8  
      10     17.581       0.1053822        6   ->    10  
      11     17.987       0.3082628        4   ->     8  
      12     18.385       0.0339934        3   ->     8  
      13     19.257       0.1406354        5   ->     9  
      14     19.701       0.0314222        6   ->    11  
      15     20.441       0.1596484        4   ->     9  
      16     20.688       0.2339896        5   ->    10  
      17     20.838       0.0698024        3   ->     9  
      18     21.609       0.0861267        2   ->     8  
      19     21.871       0.0663903        4   ->    10  
      20     22.269       0.0759672        3   ->    10  
      21     22.807       0.0065109        5   ->    11  
      22     23.991       0.0233923        4   ->    11  
      23     24.063       0.1538620        2   ->     9  
      24     24.389       0.3513538        3   ->    11  
      25     25.494       0.2446450        2   ->    10  
      26     26.565       0.0595040        6   ->    12  
      27     27.613       0.1285000        2   ->    11  
      28     27.811       0.1596568        1   ->     8  
      29     29.672       0.0423556        5   ->    12  
      30     30.265       0.1343252        1   ->     9  
      31     30.855       0.6138904        4   ->    12  
      32     31.253       0.0795551        3   ->    12  
      33     31.696       0.0700242        1   ->    10  
      34     33.815       0.3651079        1   ->    11  
      35     34.478       0.2801734        2   ->    12  
      36     40.680       0.9712100        1   ->    12  

