# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.04619844
    2      -0.09769721
    3       0.21973244
    4       0.30397287
    5       0.27621234
    6       0.25158112
