# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.07340321
    2      -0.10760346
    3       0.28568732
    4       0.28862003
    5       0.29781882
    6       0.30888050
