
     w [eV]       Osc.Str.         Transition         Weight      KS [eV]    Sym.

 ================================================================================

      2.554        0.01339694         6   ->     7        0.999       2.022      S
      5.418        0.04151516         5   ->     7        0.997       5.051      S
      6.042        0.00792560         4   ->     7        1.000       5.999      S
      6.832        0.09822905         3   ->     7        0.999       6.480      S
     10.134        0.00482007         2   ->     7        1.000      10.105      S
     15.424        0.10215191         6   ->     8        1.000      15.230      S
     15.599        0.00856390         1   ->     7        1.000      15.577      S
     16.214        0.10034689         6   ->     9        1.000      15.953      S
