# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.00473371
    2      -0.10503540
    3       0.24889923
    4       0.29428599
    5       0.29529907
    6       0.26181740
