# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.01956773
    2      -0.08938428
    3       0.23258326
    4       0.30004343
    5       0.27953310
    6       0.25765676
