
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      1.758       0.0101036        6   ->     7  
       2      5.332       0.0495590        5   ->     7  
       3      6.249       0.0160079        4   ->     7  
       4      6.523       0.0892892        3   ->     7  
       5     10.032       0.0080416        2   ->     7  
       6     15.070       0.2122240        6   ->     8  
       7     15.878       0.1540423        6   ->     9  
       8     15.942       0.0133519        1   ->     7  
       9     16.767       0.0432110        6   ->    10  
      10     18.643       0.0729756        5   ->     8  
      11     19.452       0.3072988        5   ->     9  
      12     19.523       0.0173001        6   ->    11  
      13     19.560       0.2278029        4   ->     8  
      14     19.834       0.0381615        3   ->     8  
      15     20.340       0.1355140        5   ->    10  
      16     20.369       0.2344653        4   ->     9  
      17     20.642       0.0353778        3   ->     9  
      18     21.257       0.1026344        4   ->    10  
      19     21.531       0.1035459        3   ->    10  
      20     23.097       0.0080009        5   ->    11  
      21     23.343       0.1822574        2   ->     8  
      22     23.842       0.0192257        6   ->    12  
      23     24.014       0.0018470        4   ->    11  
      24     24.152       0.1113712        2   ->     9  
      25     24.287       0.3802734        3   ->    11  
      26     25.041       0.2104892        2   ->    10  
      27     27.415       0.0238111        5   ->    12  
      28     27.797       0.1279357        2   ->    11  
      29     28.332       0.6497559        4   ->    12  
      30     28.606       0.0664293        3   ->    12  
      31     29.253       0.1477994        1   ->     8  
      32     30.062       0.0580814        1   ->     9  
      33     30.950       0.1471788        1   ->    10  
      34     32.116       0.2534557        2   ->    12  
      35     33.707       0.3528287        1   ->    11  
      36     38.025       0.8814904        1   ->    12  

