
  Energy       1     2.7789336575E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99586675     2.15069125
    5   ->     7     0.06705854     4.02162087
    4   ->     7     0.05604734     4.59533866
    4   ->     8     0.02352028    12.21849185
    6   ->     8     0.00669973     9.77384444
    1   ->     8     0.00250771    21.70807180
    3   ->     7     0.00246310     5.44351009
    2   ->     8     0.00080111    17.25068037
    3   ->    11     0.00021525    21.08200508
    5   ->    10     0.00018885    19.21271924
    6   ->     9     0.00014839    16.16113536
    3   ->     8     0.00013611    13.06666328
    1   ->    12     0.00011997    34.11330018
    1   ->     9     0.00009807    28.09536272
    2   ->     7     0.00008317     9.62752718
    3   ->    10     0.00006549    20.63460846
    6   ->    12     0.00005384    22.17907283
    5   ->    11     0.00005358    19.66011586
    2   ->     9     0.00005286    23.63797129
    5   ->    12     0.00005278    24.05000244
    1   ->     7     0.00005129    14.08491861
    2   ->    11     0.00004262    25.26602217
    3   ->    12     0.00002946    25.47189166
    5   ->     8     0.00002233    11.64477406
    4   ->    12     0.00001548    24.62372023
    4   ->     9     0.00001191    18.60578276
    3   ->     9     0.00000951    19.45395420
    5   ->     9     0.00000825    18.03206498
    2   ->    10     0.00000639    24.81862555
    4   ->    11     0.00000536    20.23383365
    6   ->    11     0.00000499    17.78918624
    1   ->    11     0.00000314    29.72341360
    4   ->    10     0.00000275    19.78643703
    2   ->    12     0.00000204    29.65590875
    6   ->    10     0.00000190    17.34178963
    1   ->    10     0.00000040    29.27601699

  Energy       2     4.1919197470E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99050932     4.02162087
    4   ->     7     0.13708861     4.59533866
    6   ->     7     0.00879930     2.15069125
    4   ->     8     0.00406590    12.21849185
    6   ->     8     0.00160515     9.77384444
    3   ->     7     0.00091462     5.44351009
    1   ->     8     0.00052875    21.70807180
    5   ->    10     0.00042692    19.21271924
    4   ->     9     0.00025855    18.60578276
    2   ->     8     0.00019429    17.25068037
    2   ->    11     0.00015083    25.26602217
    3   ->    10     0.00011748    20.63460846
    6   ->    10     0.00009701    17.34178963
    3   ->     8     0.00006935    13.06666328
    3   ->    11     0.00004907    21.08200508
    2   ->     9     0.00004745    23.63797129
    3   ->    12     0.00003732    25.47189166
    4   ->    11     0.00002754    20.23383365
    6   ->    12     0.00002386    22.17907283
    6   ->     9     0.00002192    16.16113536
    3   ->     9     0.00002055    19.45395420
    1   ->     9     0.00001998    28.09536272
    2   ->     7     0.00001559     9.62752718
    5   ->    11     0.00001376    19.66011586
    5   ->    12     0.00001177    24.05000244
    4   ->    10     0.00001111    19.78643703
    1   ->    12     0.00001047    34.11330018
    5   ->     9     0.00001037    18.03206498
    4   ->    12     0.00000874    24.62372023
    6   ->    11     0.00000573    17.78918624
    2   ->    10     0.00000389    24.81862555
    2   ->    12     0.00000264    29.65590875
    1   ->     7     0.00000252    14.08491861
    5   ->     8     0.00000122    11.64477406
    1   ->    11     0.00000018    29.72341360
    1   ->    10     0.00000016    29.27601699

  Energy       3     4.9107987540E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99542249     4.59533866
    5   ->     7     0.08452481     4.02162087
    3   ->     7     0.03058983     5.44351009
    4   ->     8     0.02402582    12.21849185
    6   ->     7     0.01999225     2.15069125
    6   ->     8     0.00842051     9.77384444
    1   ->     8     0.00232421    21.70807180
    2   ->     8     0.00072630    17.25068037
    6   ->     9     0.00020047    16.16113536
    3   ->     8     0.00019402    13.06666328
    4   ->     9     0.00013214    18.60578276
    5   ->     9     0.00008457    18.03206498
    3   ->    11     0.00007199    21.08200508
    6   ->    10     0.00005980    17.34178963
    5   ->    11     0.00005938    19.66011586
    6   ->    12     0.00005372    22.17907283
    1   ->    12     0.00004841    34.11330018
    2   ->     7     0.00004599     9.62752718
    2   ->    10     0.00004375    24.81862555
    4   ->    12     0.00004061    24.62372023
    3   ->     9     0.00003190    19.45395420
    5   ->     8     0.00003087    11.64477406
    6   ->    11     0.00002208    17.78918624
    1   ->     7     0.00001991    14.08491861
    4   ->    10     0.00001826    19.78643703
    1   ->     9     0.00001150    28.09536272
    5   ->    10     0.00001014    19.21271924
    3   ->    10     0.00000808    20.63460846
    1   ->    10     0.00000326    29.27601699
    4   ->    11     0.00000263    20.23383365
    2   ->    11     0.00000164    25.26602217
    5   ->    12     0.00000124    24.05000244
    3   ->    12     0.00000082    25.47189166
    2   ->    12     0.00000061    29.65590875
    2   ->     9     0.00000057    23.63797129
    1   ->    11     0.00000007    29.72341360

  Energy       4     5.5024757464E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99990421     5.44351009
    4   ->     7     0.01313973     4.59533866
    4   ->     8     0.00291380    12.21849185
    5   ->     7     0.00264257     4.02162087
    6   ->     7     0.00138840     2.15069125
    6   ->     8     0.00117114     9.77384444
    1   ->     8     0.00031374    21.70807180
    5   ->    10     0.00011922    19.21271924
    3   ->    12     0.00008764    25.47189166
    2   ->     9     0.00006992    23.63797129
    2   ->     8     0.00006146    17.25068037
    4   ->    11     0.00005077    20.23383365
    2   ->     7     0.00004771     9.62752718
    3   ->     8     0.00004525    13.06666328
    1   ->    11     0.00003011    29.72341360
    4   ->     9     0.00002229    18.60578276
    5   ->     8     0.00002227    11.64477406
    5   ->    12     0.00002009    24.05000244
    4   ->    12     0.00001631    24.62372023
    3   ->    10     0.00001010    20.63460846
    3   ->     9     0.00000911    19.45395420
    6   ->    11     0.00000709    17.78918624
    6   ->    12     0.00000708    22.17907283
    1   ->    10     0.00000481    29.27601699
    1   ->     9     0.00000351    28.09536272
    2   ->    12     0.00000295    29.65590875
    4   ->    10     0.00000205    19.78643703
    5   ->    11     0.00000154    19.66011586
    6   ->     9     0.00000078    16.16113536
    5   ->     9     0.00000049    18.03206498
    2   ->    10     0.00000045    24.81862555
    6   ->    10     0.00000022    17.34178963
    2   ->    11     0.00000016    25.26602217
    3   ->    11     0.00000016    21.08200508
    1   ->    12     0.00000008    34.11330018
    1   ->     7     0.00000002    14.08491861

  Energy       5     9.6545341444E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99998757     9.62752718
    6   ->     8     0.00497499     9.77384444
    5   ->    11     0.00020369    19.66011586
    3   ->     9     0.00020084    19.45395420
    2   ->    10     0.00010753    24.81862555
    4   ->    10     0.00007869    19.78643703
    5   ->     9     0.00006729    18.03206498
    5   ->    10     0.00003820    19.21271924
    3   ->     8     0.00003323    13.06666328
    1   ->    12     0.00002177    34.11330018
    4   ->    12     0.00001883    24.62372023
    6   ->    11     0.00001632    17.78918624
    2   ->    12     0.00001406    29.65590875
    1   ->    10     0.00001104    29.27601699
    6   ->    10     0.00000702    17.34178963
    6   ->    12     0.00000645    22.17907283
    6   ->     9     0.00000635    16.16113536
    3   ->     7     0.00000543     5.44351009
    4   ->    11     0.00000518    20.23383365
    1   ->     8     0.00000442    21.70807180
    2   ->    11     0.00000413    25.26602217
    3   ->    12     0.00000335    25.47189166
    3   ->    11     0.00000300    21.08200508
    2   ->     8     0.00000267    17.25068037
    2   ->     9     0.00000249    23.63797129
    5   ->     8     0.00000242    11.64477406
    4   ->     8     0.00000202    12.21849185
    1   ->     7     0.00000151    14.08491861
    6   ->     7     0.00000070     2.15069125
    5   ->    12     0.00000060    24.05000244
    4   ->     9     0.00000036    18.60578276
    3   ->    10     0.00000035    20.63460846
    1   ->    11     0.00000029    29.72341360
    1   ->     9     0.00000028    28.09536272
    5   ->     7     0.00000017     4.02162087
    4   ->     7     0.00000002     4.59533866

  Energy       6     9.9649511754E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99884485     9.77384444
    4   ->     8     0.04779522    12.21849185
    2   ->     7     0.00476098     9.62752718
    1   ->     8     0.00110802    21.70807180
    2   ->     8     0.00049115    17.25068037
    4   ->     7     0.00043672     4.59533866
    3   ->     8     0.00029288    13.06666328
    6   ->     7     0.00027582     2.15069125
    5   ->     7     0.00024847     4.02162087
    4   ->     9     0.00010641    18.60578276
    3   ->    11     0.00009533    21.08200508
    6   ->     9     0.00007029    16.16113536
    3   ->     7     0.00006849     5.44351009
    1   ->     7     0.00003275    14.08491861
    6   ->    12     0.00003014    22.17907283
    6   ->    10     0.00002936    17.34178963
    5   ->     8     0.00002676    11.64477406
    1   ->    12     0.00002606    34.11330018
    4   ->    12     0.00001116    24.62372023
    2   ->    11     0.00000848    25.26602217
    6   ->    11     0.00000570    17.78918624
    3   ->     9     0.00000549    19.45395420
    3   ->    12     0.00000422    25.47189166
    4   ->    10     0.00000408    19.78643703
    5   ->    10     0.00000300    19.21271924
    1   ->     9     0.00000233    28.09536272
    2   ->    10     0.00000176    24.81862555
    2   ->     9     0.00000165    23.63797129
    5   ->     9     0.00000095    18.03206498
    2   ->    12     0.00000079    29.65590875
    3   ->    10     0.00000072    20.63460846
    5   ->    12     0.00000050    24.05000244
    4   ->    11     0.00000040    20.23383365
