# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.20106516
    2      -0.11868134
    3       0.19834869
    4       0.27136068
    5       0.25349945
    6       0.19440735
