
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      4.338       0.0118777        6   ->     7  
       2      5.608       0.1782491        5   ->     7  
       3      7.453       0.0323636        4   ->     7  
       4      8.586       0.0022058        3   ->     7  
       5     11.205       0.0026612        2   ->     7  
       6     13.101       0.2956374        6   ->     8  
       7     14.371       0.0093674        5   ->     8  
       8     16.215       0.2695753        4   ->     8  
       9     17.349       0.0413041        3   ->     8  
      10     17.675       0.0008554        1   ->     7  
      11     17.779       0.3805446        6   ->     9  
      12     19.049       0.0432483        5   ->     9  
      13     19.778       0.0249039        6   ->    10  
      14     19.968       0.0357186        2   ->     8  
      15     20.336       0.0757357        6   ->    11  
      16     20.893       0.2805442        4   ->     9  
      17     21.047       0.0028064        5   ->    10  
      18     21.606       0.0010659        5   ->    11  
      19     22.026       0.0240818        3   ->     9  
      20     22.892       0.0046390        4   ->    10  
      21     23.450       0.0037957        4   ->    11  
      22     24.025       0.2472337        3   ->    10  
      23     24.584       0.3458945        3   ->    11  
      24     24.646       0.1390026        2   ->     9  
      25     26.438       0.1460080        1   ->     8  
      26     26.644       0.2433210        2   ->    10  
      27     27.203       0.1563329        2   ->    11  
      28     28.061       0.0059009        6   ->    12  
      29     29.331       0.0266940        5   ->    12  
      30     31.116       0.0170641        1   ->     9  
      31     31.175       0.6434287        4   ->    12  
      32     32.309       0.0496514        3   ->    12  
      33     33.114       0.2438402        1   ->    10  
      34     33.673       0.2770493        1   ->    11  
      35     34.928       0.3869432        2   ->    12  
      36     41.398       1.0460653        1   ->    12  

