# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.17367631
    2      -0.17698859
    3       0.21286478
    4       0.28078134
    5       0.29228914
    6       0.21737703
