
  Energy       1     3.0134628929E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99596312     2.14264104
    5   ->     7     0.07837541     4.66605331
    4   ->     8     0.04151159    12.65876411
    4   ->     7     0.00962220     5.08736051
    3   ->     7     0.00840524     6.01027267
    1   ->     8     0.00464794    22.12014629
    6   ->     8     0.00187694     9.71404464
    2   ->     8     0.00172048    17.62116953
    6   ->    10     0.00026290    16.72636384
    3   ->    11     0.00023742    21.68972046
    5   ->     8     0.00019616    12.23745690
    3   ->    10     0.00014594    20.59399546
    3   ->     8     0.00013838    13.58167626
    1   ->    12     0.00008326    32.99960927
    6   ->     9     0.00008011    15.72074724
    6   ->    11     0.00007773    17.82208884
    1   ->    10     0.00006079    29.13246550
    3   ->    12     0.00003755    24.46113924
    5   ->     9     0.00002424    18.24415950
    2   ->    11     0.00002413    25.72921373
    5   ->    11     0.00002390    20.34550110
    6   ->    12     0.00002264    20.59350762
    1   ->     7     0.00001889    14.54874270
    1   ->    11     0.00001270    30.22819049
    2   ->    12     0.00001074    28.50063251
    4   ->     9     0.00000465    18.66546670
    5   ->    12     0.00000380    23.11691988
    2   ->     9     0.00000202    23.62787213
    4   ->    12     0.00000147    23.53822709
    2   ->    10     0.00000110    24.63348874
    1   ->     9     0.00000103    28.12684889
    4   ->    10     0.00000102    19.67108331
    2   ->     7     0.00000050    10.04976594
    3   ->     9     0.00000006    19.58837886
    5   ->    10     0.00000004    19.24977611
    4   ->    11     0.00000000    20.76680830

  Energy       2     4.8428893094E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99401824     4.66605331
    4   ->     7     0.10774943     5.08736051
    6   ->     7     0.01159454     2.14264104
    4   ->     8     0.01063495    12.65876411
    3   ->     7     0.00829157     6.01027267
    1   ->     8     0.00101232    22.12014629
    6   ->     8     0.00059380     9.71404464
    2   ->     8     0.00036328    17.62116953
    6   ->    10     0.00006317    16.72636384
    6   ->     9     0.00005093    15.72074724
    3   ->     8     0.00003960    13.58167626
    5   ->     8     0.00003338    12.23745690
    6   ->    11     0.00002832    17.82208884
    5   ->     9     0.00002394    18.24415950
    2   ->     9     0.00002359    23.62787213
    5   ->    11     0.00001976    20.34550110
    3   ->    11     0.00001931    21.68972046
    3   ->    10     0.00001504    20.59399546
    1   ->    12     0.00001467    32.99960927
    3   ->    12     0.00001423    24.46113924
    4   ->     9     0.00000921    18.66546670
    6   ->    12     0.00000676    20.59350762
    1   ->    10     0.00000535    29.13246550
    3   ->     9     0.00000488    19.58837886
    1   ->     9     0.00000400    28.12684889
    4   ->    10     0.00000357    19.67108331
    2   ->    12     0.00000298    28.50063251
    5   ->    10     0.00000274    19.24977611
    1   ->     7     0.00000225    14.54874270
    2   ->    10     0.00000152    24.63348874
    4   ->    12     0.00000141    23.53822709
    1   ->    11     0.00000134    30.22819049
    4   ->    11     0.00000008    20.76680830
    5   ->    12     0.00000006    23.11691988
    2   ->     7     0.00000000    10.04976594
    2   ->    11     0.00000000    25.72921373

  Energy       3     5.1519108593E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99708119     5.08736051
    5   ->     7     0.07522944     4.66605331
    3   ->     7     0.01022832     6.01027267
    4   ->     8     0.00634346    12.65876411
    6   ->     7     0.00491922     2.14264104
    1   ->     8     0.00059657    22.12014629
    6   ->     8     0.00039352     9.71404464
    2   ->     8     0.00022017    17.62116953
    5   ->     9     0.00005285    18.24415950
    6   ->     9     0.00004175    15.72074724
    3   ->    12     0.00003748    24.46113924
    6   ->    10     0.00002861    16.72636384
    4   ->    10     0.00002840    19.67108331
    3   ->     8     0.00002629    13.58167626
    6   ->    11     0.00001415    17.82208884
    5   ->     8     0.00001077    12.23745690
    2   ->     9     0.00001016    23.62787213
    4   ->     9     0.00000973    18.66546670
    2   ->    11     0.00000914    25.72921373
    1   ->    12     0.00000745    32.99960927
    6   ->    12     0.00000582    20.59350762
    1   ->     9     0.00000534    28.12684889
    2   ->    10     0.00000273    24.63348874
    2   ->    12     0.00000273    28.50063251
    3   ->     9     0.00000258    19.58837886
    4   ->    12     0.00000234    23.53822709
    3   ->    10     0.00000193    20.59399546
    1   ->    10     0.00000169    29.13246550
    5   ->    12     0.00000147    23.11691988
    5   ->    10     0.00000147    19.24977611
    2   ->     7     0.00000056    10.04976594
    1   ->    11     0.00000033    30.22819049
    5   ->    11     0.00000016    20.34550110
    4   ->    11     0.00000013    20.76680830
    3   ->    11     0.00000002    21.68972046
    1   ->     7     0.00000001    14.54874270

  Energy       4     6.0945059518E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99996349     6.01027267
    4   ->     8     0.00558108    12.65876411
    5   ->     7     0.00548511     4.66605331
    4   ->     7     0.00289349     5.08736051
    6   ->     7     0.00172330     2.14264104
    1   ->     8     0.00048353    22.12014629
    6   ->     8     0.00037772     9.71404464
    2   ->     8     0.00020665    17.62116953
    3   ->    10     0.00008258    20.59399546
    4   ->    10     0.00005485    19.67108331
    6   ->    10     0.00002632    16.72636384
    5   ->    11     0.00002620    20.34550110
    5   ->     8     0.00002548    12.23745690
    3   ->    12     0.00002255    24.46113924
    4   ->    11     0.00002204    20.76680830
    3   ->     8     0.00001994    13.58167626
    3   ->     9     0.00001604    19.58837886
    5   ->    10     0.00001446    19.24977611
    4   ->    12     0.00001385    23.53822709
    1   ->    11     0.00001347    30.22819049
    2   ->     7     0.00001229    10.04976594
    2   ->    10     0.00001220    24.63348874
    1   ->    10     0.00001212    29.13246550
    3   ->    11     0.00001105    21.68972046
    2   ->     9     0.00000837    23.62787213
    2   ->    11     0.00000655    25.72921373
    6   ->     9     0.00000641    15.72074724
    6   ->    11     0.00000466    17.82208884
    2   ->    12     0.00000191    28.50063251
    1   ->     9     0.00000181    28.12684889
    5   ->     9     0.00000119    18.24415950
    1   ->     7     0.00000081    14.54874270
    4   ->     9     0.00000062    18.66546670
    6   ->    12     0.00000055    20.59350762
    1   ->    12     0.00000044    32.99960927
    5   ->    12     0.00000001    23.11691988

  Energy       5     9.7491176133E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99998132     9.71404464
    4   ->     8     0.00610652    12.65876411
    1   ->     8     0.00019364    22.12014629
    2   ->     8     0.00009731    17.62116953
    5   ->     7     0.00007168     4.66605331
    6   ->     7     0.00006739     2.14264104
    5   ->     9     0.00006635    18.24415950
    3   ->     7     0.00005003     6.01027267
    6   ->     9     0.00003662    15.72074724
    2   ->     7     0.00002627    10.04976594
    3   ->     8     0.00002433    13.58167626
    4   ->     7     0.00001955     5.08736051
    4   ->    10     0.00001068    19.67108331
    3   ->     9     0.00000908    19.58837886
    5   ->    10     0.00000887    19.24977611
    3   ->    12     0.00000872    24.46113924
    2   ->    11     0.00000846    25.72921373
    6   ->    10     0.00000746    16.72636384
    4   ->    11     0.00000707    20.76680830
    3   ->    11     0.00000612    21.68972046
    1   ->    12     0.00000394    32.99960927
    2   ->     9     0.00000376    23.62787213
    6   ->    11     0.00000349    17.82208884
    2   ->    12     0.00000329    28.50063251
    2   ->    10     0.00000221    24.63348874
    6   ->    12     0.00000215    20.59350762
    4   ->     9     0.00000197    18.66546670
    3   ->    10     0.00000142    20.59399546
    1   ->    11     0.00000133    30.22819049
    1   ->     9     0.00000084    28.12684889
    5   ->    11     0.00000067    20.34550110
    5   ->     8     0.00000056    12.23745690
    1   ->     7     0.00000045    14.54874270
    4   ->    12     0.00000028    23.53822709
    5   ->    12     0.00000000    23.11691988
    1   ->    10     0.00000000    29.13246550

  Energy       6     1.0056359146E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     1.00000000    10.04976594
    5   ->     9     0.00005259    18.24415950
    3   ->    10     0.00002592    20.59399546
    6   ->     8     0.00002461     9.71404464
    3   ->     9     0.00001908    19.58837886
    4   ->    11     0.00001780    20.76680830
    2   ->     9     0.00001573    23.62787213
    5   ->     8     0.00001415    12.23745690
    6   ->     9     0.00001266    15.72074724
    3   ->    11     0.00001191    21.68972046
    5   ->    11     0.00001165    20.34550110
    5   ->    10     0.00000936    19.24977611
    2   ->    10     0.00000807    24.63348874
    1   ->    11     0.00000662    30.22819049
    3   ->    12     0.00000603    24.46113924
    4   ->    10     0.00000597    19.67108331
    1   ->    10     0.00000586    29.13246550
    4   ->     9     0.00000487    18.66546670
    3   ->     7     0.00000356     6.01027267
    1   ->     7     0.00000174    14.54874270
    2   ->    12     0.00000112    28.50063251
    3   ->     8     0.00000068    13.58167626
    6   ->    11     0.00000051    17.82208884
    1   ->    12     0.00000043    32.99960927
    5   ->    12     0.00000041    23.11691988
    4   ->     8     0.00000038    12.65876411
    2   ->     8     0.00000036    17.62116953
    2   ->    11     0.00000035    25.72921373
    4   ->    12     0.00000031    23.53822709
    4   ->     7     0.00000017     5.08736051
    1   ->     8     0.00000015    22.12014629
    6   ->     7     0.00000003     2.14264104
    5   ->     7     0.00000002     4.66605331
