
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.687       0.0234992        6   ->     7  
       2      5.192       0.1153488        5   ->     7  
       3      6.444       0.0203728        4   ->     7  
       4      7.453       0.0382107        3   ->     7  
       5     10.328       0.0076703        2   ->     7  
       6     13.735       0.2295221        6   ->     8  
       7     16.239       0.0701705        5   ->     8  
       8     16.570       0.0070767        1   ->     7  
       9     16.684       0.1671450        6   ->     9  
      10     17.492       0.2301555        4   ->     8  
      11     18.500       0.0354286        3   ->     8  
      12     18.658       0.1019549        6   ->    10  
      13     19.189       0.2012054        5   ->     9  
      14     19.296       0.0150069        6   ->    11  
      15     20.441       0.1974232        4   ->     9  
      16     21.162       0.0624803        5   ->    10  
      17     21.376       0.1072007        2   ->     8  
      18     21.450       0.0240718        3   ->     9  
      19     21.801       0.0072376        5   ->    11  
      20     22.415       0.0421261        4   ->    10  
      21     23.053       0.0234625        4   ->    11  
      22     23.424       0.1257485        3   ->    10  
      23     24.062       0.4491571        3   ->    11  
      24     24.325       0.1344377        2   ->     9  
      25     24.828       0.0113869        6   ->    12  
      26     26.299       0.2630330        2   ->    10  
      27     26.937       0.1025390        2   ->    11  
      28     27.332       0.0227046        5   ->    12  
      29     27.617       0.1208772        1   ->     8  
      30     28.585       0.6934126        4   ->    12  
      31     29.594       0.0589207        3   ->    12  
      32     30.567       0.1161267        1   ->     9  
      33     32.469       0.3110561        2   ->    12  
      34     32.541       0.1711599        1   ->    10  
      35     33.179       0.2900715        1   ->    11  
      36     38.710       0.8928466        1   ->    12  

