# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06090270
    2      -0.13931292
    3       0.30933294
    4       0.29347235
    5       0.28883541
    6       0.30857492
