# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.16213647
    2      -0.14681541
    3       0.18927973
    4       0.30272352
    5       0.26713153
    6       0.22554416
