
  Energy       1     4.3488111299E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99985650     4.21941202
    5   ->     7     0.01688832     5.69380036
    6   ->     9     0.00092791    18.26722161
    4   ->     8     0.00089373    16.34847735
    2   ->     8     0.00018308    19.96974974
    5   ->     9     0.00014936    19.74160995
    4   ->     7     0.00010745     7.59755925
    1   ->    12     0.00007975    43.52823113
    3   ->     7     0.00007965     8.58034219
    2   ->    10     0.00007052    26.70463327
    3   ->     9     0.00006701    22.62815179
    4   ->    12     0.00006448    33.35745711
    3   ->    11     0.00004339    24.80649146
    1   ->     8     0.00004162    26.51925137
    6   ->    11     0.00003873    20.44556129
    2   ->     9     0.00003062    25.26664124
    2   ->     7     0.00002924    11.21883164
    2   ->    12     0.00002700    36.97872950
    4   ->     9     0.00002296    21.64536885
    4   ->    10     0.00001642    23.08336088
    3   ->    10     0.00001641    24.06614382
    4   ->    11     0.00001009    23.82370852
    5   ->    12     0.00000887    31.45369822
    1   ->     7     0.00000615    17.76833327
    3   ->     8     0.00000545    17.33126029
    1   ->    10     0.00000524    33.25413490
    6   ->     8     0.00000522    12.97033012
    6   ->    10     0.00000476    19.70521365
    2   ->    11     0.00000383    27.44498091
    5   ->    11     0.00000280    21.91994963
    1   ->     9     0.00000254    31.81614286
    5   ->    10     0.00000245    21.17960199
    1   ->    11     0.00000108    33.99448254
    3   ->    12     0.00000100    34.34024005
    6   ->    12     0.00000017    29.97930988
    5   ->     8     0.00000017    14.44471846

  Energy       2     6.8125435912E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.96078165     5.69380036
    4   ->     7     0.27708192     7.59755925
    6   ->     7     0.00823322     4.21941202
    3   ->     7     0.00477012     8.58034219
    1   ->    12     0.00368626    43.52823113
    4   ->    12     0.00337124    33.35745711
    6   ->     8     0.00226854    12.97033012
    2   ->    12     0.00122503    36.97872950
    5   ->     9     0.00080977    19.74160995
    3   ->    10     0.00070615    24.06614382
    3   ->     8     0.00060849    17.33126029
    5   ->    12     0.00042767    31.45369822
    2   ->     7     0.00038436    11.21883164
    4   ->    11     0.00028684    23.82370852
    6   ->    10     0.00023484    19.70521365
    2   ->    11     0.00022271    27.44498091
    1   ->    11     0.00010370    33.99448254
    5   ->     8     0.00010136    14.44471846
    4   ->     9     0.00008191    21.64536885
    1   ->     7     0.00006687    17.76833327
    6   ->     9     0.00006156    18.26722161
    4   ->     8     0.00005482    16.34847735
    1   ->     9     0.00004596    31.81614286
    2   ->     9     0.00004312    25.26664124
    6   ->    12     0.00002412    29.97930988
    2   ->     8     0.00001197    19.96974974
    4   ->    10     0.00000672    23.08336088
    3   ->     9     0.00000647    22.62815179
    1   ->     8     0.00000483    26.51925137
    1   ->    10     0.00000436    33.25413490
    3   ->    12     0.00000415    34.34024005
    5   ->    11     0.00000382    21.91994963
    2   ->    10     0.00000147    26.70463327
    5   ->    10     0.00000142    21.17960199
    6   ->    11     0.00000099    20.44556129
    3   ->    11     0.00000057    24.80649146

  Energy       3     7.9969361854E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.98875795     7.59755925
    5   ->     7     0.14705272     5.69380036
    3   ->     7     0.02445346     8.58034219
    6   ->     8     0.01065881    12.97033012
    1   ->    12     0.00291471    43.52823113
    4   ->    12     0.00262101    33.35745711
    6   ->     7     0.00175411     4.21941202
    4   ->     9     0.00106326    21.64536885
    2   ->    12     0.00095315    36.97872950
    3   ->    10     0.00060033    24.06614382
    5   ->     9     0.00058600    19.74160995
    6   ->     9     0.00041344    18.26722161
    5   ->    12     0.00033361    31.45369822
    2   ->    11     0.00027785    27.44498091
    4   ->    11     0.00023106    23.82370852
    3   ->     8     0.00013016    17.33126029
    2   ->     9     0.00010166    25.26664124
    1   ->    11     0.00005932    33.99448254
    2   ->     8     0.00003622    19.96974974
    1   ->     7     0.00002946    17.76833327
    6   ->    12     0.00002493    29.97930988
    4   ->    10     0.00002365    23.08336088
    2   ->     7     0.00001697    11.21883164
    5   ->    10     0.00001661    21.17960199
    1   ->     8     0.00001639    26.51925137
    3   ->    11     0.00001280    24.80649146
    6   ->    10     0.00001122    19.70521365
    5   ->     8     0.00000759    14.44471846
    6   ->    11     0.00000495    20.44556129
    3   ->    12     0.00000486    34.34024005
    4   ->     8     0.00000484    16.34847735
    1   ->     9     0.00000289    31.81614286
    2   ->    10     0.00000226    26.70463327
    5   ->    11     0.00000114    21.91994963
    3   ->     9     0.00000040    22.62815179
    1   ->    10     0.00000015    33.25413490

  Energy       4     8.6219281244E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99993802     8.58034219
    4   ->     7     0.00886304     7.59755925
    5   ->     7     0.00670388     5.69380036
    6   ->     8     0.00052288    12.97033012
    4   ->    12     0.00023389    33.35745711
    1   ->    12     0.00022953    43.52823113
    6   ->     7     0.00015968     4.21941202
    2   ->     7     0.00011222    11.21883164
    3   ->     8     0.00010600    17.33126029
    5   ->     9     0.00009251    19.74160995
    2   ->    12     0.00009186    36.97872950
    3   ->    11     0.00005260    24.80649146
    6   ->    10     0.00003119    19.70521365
    2   ->     8     0.00002998    19.96974974
    4   ->     8     0.00002788    16.34847735
    5   ->    12     0.00002742    31.45369822
    1   ->    11     0.00002550    33.99448254
    4   ->    10     0.00002504    23.08336088
    6   ->     9     0.00002220    18.26722161
    2   ->    10     0.00001180    26.70463327
    6   ->    11     0.00001091    20.44556129
    1   ->    10     0.00000930    33.25413490
    4   ->    11     0.00000635    23.82370852
    4   ->     9     0.00000586    21.64536885
    1   ->     9     0.00000560    31.81614286
    1   ->     8     0.00000380    26.51925137
    6   ->    12     0.00000379    29.97930988
    3   ->    12     0.00000259    34.34024005
    3   ->    10     0.00000198    24.06614382
    1   ->     7     0.00000170    17.76833327
    5   ->     8     0.00000165    14.44471846
    2   ->    11     0.00000080    27.44498091
    3   ->     9     0.00000030    22.62815179
    5   ->    10     0.00000011    21.17960199
    2   ->     9     0.00000009    25.26664124
    5   ->    11     0.00000001    21.91994963

  Energy       5     1.1254828514E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999757    11.21883164
    6   ->     8     0.00215947    12.97033012
    3   ->     8     0.00029961    17.33126029
    4   ->     9     0.00018857    21.64536885
    6   ->    10     0.00015078    19.70521365
    5   ->     8     0.00012896    14.44471846
    5   ->     7     0.00012230     5.69380036
    2   ->     9     0.00007140    25.26664124
    6   ->     9     0.00006804    18.26722161
    3   ->     7     0.00004961     8.58034219
    4   ->    12     0.00003150    33.35745711
    4   ->     8     0.00002520    16.34847735
    1   ->    11     0.00002318    33.99448254
    3   ->    10     0.00002201    24.06614382
    2   ->    11     0.00002137    27.44498091
    5   ->     9     0.00001824    19.74160995
    1   ->    12     0.00001805    43.52823113
    2   ->     8     0.00001392    19.96974974
    2   ->    12     0.00001350    36.97872950
    3   ->    11     0.00001269    24.80649146
    1   ->     9     0.00001214    31.81614286
    2   ->    10     0.00000949    26.70463327
    6   ->     7     0.00000916     4.21941202
    5   ->    10     0.00000567    21.17960199
    5   ->    12     0.00000324    31.45369822
    1   ->    10     0.00000232    33.25413490
    4   ->    11     0.00000189    23.82370852
    1   ->     7     0.00000129    17.76833327
    6   ->    11     0.00000108    20.44556129
    4   ->    10     0.00000102    23.08336088
    3   ->    12     0.00000055    34.34024005
    4   ->     7     0.00000055     7.59755925
    1   ->     8     0.00000048    26.51925137
    6   ->    12     0.00000025    29.97930988
    3   ->     9     0.00000022    22.62815179
    5   ->    11     0.00000001    21.91994963

  Energy       6     1.3739959385E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99714185    12.97033012
    5   ->     8     0.07454657    14.44471846
    4   ->     9     0.01130508    21.64536885
    2   ->     9     0.00298573    25.26664124
    6   ->    10     0.00181033    19.70521365
    4   ->     7     0.00155275     7.59755925
    3   ->     8     0.00144623    17.33126029
    2   ->     7     0.00137933    11.21883164
    5   ->     7     0.00136377     5.69380036
    4   ->     8     0.00089830    16.34847735
    1   ->    12     0.00077233    43.52823113
    4   ->    12     0.00073255    33.35745711
    5   ->     9     0.00066855    19.74160995
    2   ->    12     0.00030254    36.97872950
    4   ->    10     0.00026226    23.08336088
    5   ->    10     0.00022806    21.17960199
    6   ->     9     0.00014203    18.26722161
    1   ->     9     0.00012908    31.81614286
    2   ->    11     0.00012339    27.44498091
    2   ->    10     0.00011662    26.70463327
    5   ->    12     0.00009474    31.45369822
    2   ->     8     0.00004266    19.96974974
    1   ->    11     0.00004080    33.99448254
    3   ->     7     0.00003494     8.58034219
    1   ->     7     0.00002501    17.76833327
    6   ->     7     0.00001863     4.21941202
    3   ->     9     0.00001778    22.62815179
    3   ->    10     0.00001703    24.06614382
    6   ->    12     0.00001564    29.97930988
    4   ->    11     0.00000927    23.82370852
    3   ->    11     0.00000507    24.80649146
    5   ->    11     0.00000176    21.91994963
    1   ->     8     0.00000138    26.51925137
