# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06858238
    2      -0.13400118
    3       0.30841378
    4       0.29276072
    5       0.29195115
    6       0.30945791
