# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.01335903
    2      -0.09730881
    3       0.25253380
    4       0.29205287
    5       0.29080839
    6       0.27527278
