
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      2.566       0.0228126        6   ->     7  
       2      5.176       0.1084578        5   ->     7  
       3      6.423       0.0215988        4   ->     7  
       4      7.341       0.0422344        3   ->     7  
       5     10.287       0.0080537        2   ->     7  
       6     13.798       0.2267737        6   ->     8  
       7     16.408       0.0757422        5   ->     8  
       8     16.498       0.0074582        1   ->     7  
       9     16.643       0.1492168        6   ->     9  
      10     17.655       0.2363688        4   ->     8  
      11     18.333       0.1061009        6   ->    10  
      12     18.573       0.0364655        3   ->     8  
      13     19.252       0.1960166        5   ->     9  
      14     19.688       0.0165565        6   ->    11  
      15     20.500       0.1920547        4   ->     9  
      16     20.942       0.0857679        5   ->    10  
      17     21.418       0.0371548        3   ->     9  
      18     21.519       0.1062030        2   ->     8  
      19     22.190       0.0433100        4   ->    10  
      20     22.297       0.0058415        5   ->    11  
      21     23.108       0.1294091        3   ->    10  
      22     23.545       0.0218529        4   ->    11  
      23     24.363       0.1426266        2   ->     9  
      24     24.463       0.4217825        3   ->    11  
      25     24.697       0.0148868        6   ->    12  
      26     26.053       0.2402960        2   ->    10  
      27     27.306       0.0253254        5   ->    12  
      28     27.409       0.1214051        2   ->    11  
      29     27.730       0.1256929        1   ->     8  
      30     28.554       0.6947259        4   ->    12  
      31     29.472       0.0564021        3   ->    12  
      32     30.575       0.1085003        1   ->     9  
      33     32.265       0.1642528        1   ->    10  
      34     32.417       0.3117858        2   ->    12  
      35     33.620       0.3044528        1   ->    11  
      36     38.629       0.8879178        1   ->    12  

