
  Energy       1     4.0660507253E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99824774     3.83331557
    5   ->     7     0.05915339     5.35675318
    4   ->     8     0.00086692    16.49287663
    6   ->     9     0.00078028    17.19801723
    5   ->     9     0.00052164    18.72145484
    3   ->     7     0.00046167     8.16388514
    4   ->     7     0.00041965     7.07372894
    4   ->    12     0.00033931    29.54306415
    1   ->    12     0.00032320    39.69900824
    2   ->     8     0.00020400    20.27924761
    2   ->    12     0.00011235    33.32943512
    2   ->     7     0.00008788    10.86009992
    3   ->    11     0.00007567    24.25854285
    2   ->    11     0.00006909    26.95475762
    4   ->    10     0.00006364    22.61824801
    3   ->     9     0.00005596    21.52858681
    2   ->     9     0.00005050    24.22480158
    5   ->     8     0.00004750    14.77590087
    4   ->     9     0.00003674    20.43843061
    5   ->    12     0.00003150    27.82608838
    6   ->     8     0.00002796    13.25246326
    1   ->     8     0.00002729    26.64882073
    1   ->     7     0.00001555    17.22967303
    3   ->     8     0.00001542    17.58303283
    1   ->    10     0.00001526    32.77419210
    4   ->    11     0.00001010    23.16838665
    6   ->    11     0.00000859    19.92797327
    3   ->    10     0.00000528    23.70840420
    1   ->     9     0.00000510    30.59437470
    6   ->    12     0.00000281    26.30265077
    5   ->    10     0.00000249    20.90127224
    5   ->    11     0.00000197    21.45141088
    2   ->    10     0.00000167    26.40461898
    1   ->    11     0.00000131    33.32433074
    6   ->    10     0.00000128    19.37783463
    3   ->    12     0.00000000    30.63322034

  Energy       2     6.4012208950E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.96041309     5.35675318
    4   ->     7     0.27685743     7.07372894
    6   ->     7     0.02657436     3.83331557
    3   ->     7     0.01422812     8.16388514
    4   ->    12     0.00472837    29.54306415
    1   ->    12     0.00396412    39.69900824
    6   ->     8     0.00261021    13.25246326
    2   ->    12     0.00136427    33.32943512
    5   ->     9     0.00050761    18.72145484
    3   ->     8     0.00040333    17.58303283
    4   ->    10     0.00039188    22.61824801
    3   ->    10     0.00038776    23.70840420
    5   ->    12     0.00037007    27.82608838
    4   ->    11     0.00027240    23.16838665
    2   ->     7     0.00024519    10.86009992
    3   ->    11     0.00022569    24.25854285
    6   ->     9     0.00021079    17.19801723
    5   ->     8     0.00020164    14.77590087
    2   ->    11     0.00018606    26.95475762
    2   ->    10     0.00017666    26.40461898
    6   ->    10     0.00015816    19.37783463
    1   ->    10     0.00013043    32.77419210
    4   ->     9     0.00011235    20.43843061
    1   ->    11     0.00008915    33.32433074
    6   ->    12     0.00007495    26.30265077
    4   ->     8     0.00007026    16.49287663
    1   ->     7     0.00005385    17.22967303
    6   ->    11     0.00003772    19.92797327
    2   ->     8     0.00002566    20.27924761
    3   ->    12     0.00002340    30.63322034
    1   ->     9     0.00001773    30.59437470
    1   ->     8     0.00000956    26.64882073
    2   ->     9     0.00000904    24.22480158
    5   ->    11     0.00000565    21.45141088
    5   ->    10     0.00000168    20.90127224
    3   ->     9     0.00000115    21.52858681

  Energy       3     7.3899312647E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.99006433     7.07372894
    5   ->     7     0.13637659     5.35675318
    3   ->     7     0.03292460     8.16388514
    6   ->     8     0.00665400    13.25246326
    6   ->     7     0.00538070     3.83331557
    4   ->    12     0.00286809    29.54306415
    1   ->    12     0.00245379    39.69900824
    4   ->     9     0.00090842    20.43843061
    2   ->    12     0.00078574    33.32943512
    6   ->     9     0.00076144    17.19801723
    3   ->    10     0.00042502    23.70840420
    4   ->    10     0.00038860    22.61824801
    5   ->    12     0.00020937    27.82608838
    2   ->    10     0.00017828    26.40461898
    2   ->     9     0.00017502    24.22480158
    4   ->    11     0.00017434    23.16838665
    2   ->    11     0.00014169    26.95475762
    5   ->     9     0.00010268    18.72145484
    3   ->    11     0.00008437    24.25854285
    2   ->     8     0.00008022    20.27924761
    6   ->    12     0.00006495    26.30265077
    4   ->     8     0.00004903    16.49287663
    1   ->    11     0.00004793    33.32433074
    3   ->     8     0.00004280    17.58303283
    5   ->     8     0.00004000    14.77590087
    1   ->     8     0.00003199    26.64882073
    1   ->    10     0.00003139    32.77419210
    3   ->    12     0.00002380    30.63322034
    5   ->    10     0.00002354    20.90127224
    1   ->     7     0.00001215    17.22967303
    6   ->    11     0.00000925    19.92797327
    6   ->    10     0.00000683    19.37783463
    2   ->     7     0.00000072    10.86009992
    5   ->    11     0.00000064    21.45141088
    1   ->     9     0.00000005    30.59437470
    3   ->     9     0.00000005    21.52858681

  Energy       4     8.2485451103E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.99987824     8.16388514
    5   ->     7     0.01227741     5.35675318
    4   ->     7     0.00950671     7.07372894
    6   ->     7     0.00090730     3.83331557
    6   ->     8     0.00080802    13.25246326
    4   ->    12     0.00071019    29.54306415
    1   ->    12     0.00050501    39.69900824
    2   ->    12     0.00022738    33.32943512
    2   ->     7     0.00018190    10.86009992
    3   ->     8     0.00016976    17.58303283
    5   ->     9     0.00015428    18.72145484
    1   ->    11     0.00007613    33.32433074
    4   ->    10     0.00006602    22.61824801
    4   ->     8     0.00005097    16.49287663
    5   ->    12     0.00005081    27.82608838
    6   ->    11     0.00003895    19.92797327
    6   ->    10     0.00002951    19.37783463
    1   ->    10     0.00001897    32.77419210
    3   ->    10     0.00001896    23.70840420
    5   ->     8     0.00001828    14.77590087
    2   ->    10     0.00001673    26.40461898
    3   ->    11     0.00001517    24.25854285
    6   ->    12     0.00001501    26.30265077
    4   ->     9     0.00001225    20.43843061
    2   ->     8     0.00000977    20.27924761
    3   ->    12     0.00000934    30.63322034
    1   ->     9     0.00000475    30.59437470
    5   ->    11     0.00000415    21.45141088
    1   ->     7     0.00000360    17.22967303
    1   ->     8     0.00000347    26.64882073
    4   ->    11     0.00000334    23.16838665
    6   ->     9     0.00000097    17.19801723
    5   ->    10     0.00000019    20.90127224
    2   ->     9     0.00000017    24.22480158
    2   ->    11     0.00000014    26.95475762
    3   ->     9     0.00000003    21.52858681

  Energy       5     1.0897376433E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999912    10.86009992
    6   ->     8     0.00123310    13.25246326
    5   ->     8     0.00033745    14.77590087
    4   ->     9     0.00022442    20.43843061
    3   ->     8     0.00015540    17.58303283
    6   ->     9     0.00011561    17.19801723
    2   ->     9     0.00008372    24.22480158
    3   ->     7     0.00008243     8.16388514
    4   ->     8     0.00006981    16.49287663
    5   ->     9     0.00005918    18.72145484
    5   ->     7     0.00005426     5.35675318
    3   ->    11     0.00005402    24.25854285
    6   ->    11     0.00005164    19.92797327
    2   ->     8     0.00003770    20.27924761
    4   ->    12     0.00003100    29.54306415
    6   ->    10     0.00002760    19.37783463
    1   ->    11     0.00002469    33.32433074
    2   ->    11     0.00002201    26.95475762
    6   ->     7     0.00001996     3.83331557
    1   ->    12     0.00001371    39.69900824
    2   ->    12     0.00001355    33.32943512
    1   ->     9     0.00001158    30.59437470
    5   ->    11     0.00000754    21.45141088
    5   ->    10     0.00000363    20.90127224
    4   ->    11     0.00000358    23.16838665
    2   ->    10     0.00000297    26.40461898
    3   ->    12     0.00000295    30.63322034
    4   ->     7     0.00000249     7.07372894
    5   ->    12     0.00000221    27.82608838
    1   ->     7     0.00000108    17.22967303
    4   ->    10     0.00000098    22.61824801
    6   ->    12     0.00000069    26.30265077
    1   ->    10     0.00000060    32.77419210
    1   ->     8     0.00000047    26.64882073
    3   ->     9     0.00000032    21.52858681
    3   ->    10     0.00000017    23.70840420

  Energy       6     1.3852685654E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99608023    13.25246326
    5   ->     8     0.08789816    14.77590087
    4   ->     9     0.00929451    20.43843061
    2   ->     9     0.00247913    24.22480158
    4   ->    12     0.00107958    29.54306415
    5   ->     7     0.00094437     5.35675318
    3   ->     8     0.00092875    17.58303283
    1   ->    12     0.00076237    39.69900824
    4   ->     7     0.00066907     7.07372894
    2   ->     7     0.00058504    10.86009992
    4   ->    10     0.00051201    22.61824801
    6   ->    10     0.00049353    19.37783463
    4   ->     8     0.00047880    16.49287663
    5   ->     9     0.00042489    18.72145484
    6   ->    11     0.00033678    19.92797327
    2   ->    12     0.00029092    33.32943512
    5   ->    10     0.00024849    20.90127224
    2   ->    11     0.00020175    26.95475762
    1   ->     9     0.00011339    30.59437470
    5   ->    11     0.00008363    21.45141088
    3   ->     7     0.00007749     8.16388514
    3   ->     9     0.00007194    21.52858681
    5   ->    12     0.00007093    27.82608838
    6   ->     7     0.00005554     3.83331557
    6   ->     9     0.00005526    17.19801723
    3   ->    11     0.00005117    24.25854285
    6   ->    12     0.00004087    26.30265077
    1   ->    11     0.00002115    33.32433074
    1   ->    10     0.00001671    32.77419210
    2   ->     8     0.00001514    20.27924761
    1   ->     7     0.00000961    17.22967303
    2   ->    10     0.00000901    26.40461898
    3   ->    10     0.00000607    23.70840420
