# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06165119
    2      -0.11801543
    3       0.29074965
    4       0.29412423
    5       0.29120853
    6       0.30358421
