
       #      w [eV]       Osc.Str.        Transition

 ==========================================================

       1      1.950       0.0631463        6   ->     7  
       2      3.712       0.0139028        5   ->     7  
       3      4.209       0.0477077        4   ->     7  
       4      5.220       0.0015078        3   ->     7  
       5      8.596       0.0803379        6   ->     8  
       6      9.470       0.0032894        2   ->     7  
       7     10.358       0.0032412        5   ->     8  
       8     10.856       0.4875466        4   ->     8  
       9     11.867       0.0035839        3   ->     8  
      10     13.716       0.0007691        1   ->     7  
      11     15.911       0.0156750        6   ->     9  
      12     16.116       0.0402990        2   ->     8  
      13     17.545       0.0242288        6   ->    10  
      14     17.673       0.1306609        5   ->     9  
      15     17.682       0.0068078        6   ->    11  
      16     18.171       0.1817698        4   ->     9  
      17     19.182       0.1018730        3   ->     9  
      18     19.307       0.4286791        5   ->    10  
      19     19.444       0.1352164        5   ->    11  
      20     19.804       0.0624802        4   ->    10  
      21     19.941       0.0063247        4   ->    11  
      22     20.362       0.2815758        1   ->     8  
      23     20.815       0.1172100        3   ->    10  
      24     20.952       0.1210041        3   ->    11  
      25     21.948       0.0129267        6   ->    12  
      26     23.431       0.1489710        2   ->     9  
      27     23.710       0.1462996        5   ->    12  
      28     24.207       0.0893765        4   ->    12  
      29     25.065       0.1921890        2   ->    10  
      30     25.201       0.3423758        2   ->    11  
      31     25.218       0.3968348        3   ->    12  
      32     27.677       0.2534215        1   ->     9  
      33     29.311       0.0618123        1   ->    10  
      34     29.447       0.1181959        1   ->    11  
      35     29.468       0.0694554        2   ->    12  
      36     33.714       0.2087389        1   ->    12  

