# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.20799673
    2      -0.14560090
    3       0.19434459
    4       0.28069595
    5       0.26043282
    6       0.20213081
