# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.00094704
    2      -0.07909477
    3       0.23909220
    4       0.29916846
    5       0.27838855
    6       0.26339259
