# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04193081
    2      -0.07865740
    3       0.28321710
    4       0.28378526
    5       0.29445917
    6       0.25912668
