# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.24350852
    2      -0.10569338
    3       0.17996340
    4       0.24569842
    5       0.25186318
    6       0.18465987
