# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.20554926
    2      -0.16091587
    3       0.20045952
    4       0.28034283
    5       0.27498448
    6       0.19957978
