# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.27075039
    2      -0.10198777
    3       0.17291229
    4       0.24263070
    5       0.24140055
    6       0.17429385
