# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06414281
    2      -0.14076245
    3       0.31105631
    4       0.29167652
    5       0.29275669
    6       0.30941574
