# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.06891225
    2      -0.10482599
    3       0.29151729
    4       0.29580122
    5       0.28664229
    6       0.29977743
