# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.17986907
    2      -0.17938155
    3       0.20892137
    4       0.29157156
    5       0.28858366
    6       0.21043590
