# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.03493909
    2      -0.10584636
    3       0.24499367
    4       0.27874855
    5       0.30503210
    6       0.24213295
