# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.02809043
    2      -0.07841836
    3       0.27543989
    4       0.28418540
    5       0.29600330
    6       0.25088020
