# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.08370063
    2      -0.14145181
    3       0.31921919
    4       0.29501193
    5       0.29327794
    6       0.31764337
