# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.04382911
    2      -0.10842434
    3       0.27767075
    4       0.29033334
    5       0.29120527
    6       0.29304409
