# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.03535773
    2      -0.07792844
    3       0.25399705
    4       0.29385400
    5       0.28638512
    6       0.27904999
