# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.26305724
    2      -0.11671299
    3       0.17770831
    4       0.24472475
    5       0.25194224
    6       0.17928044
