# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.02151869
    2      -0.10051421
    3       0.25744867
    4       0.28510600
    5       0.29984424
    6       0.27963400
