# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.05622678
    2      -0.11918820
    3       0.28783366
    4       0.29457875
    5       0.29168257
    6       0.30132000
