# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.21123318
    2      -0.11763614
    3       0.19352542
    4       0.26647311
    5       0.25196307
    6       0.19444136
