
  Energy       1     2.4328065663E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     7     0.99931569     1.99687142
    5   ->     7     0.03408661     4.74382212
    3   ->     7     0.00989487     6.04556151
    4   ->     7     0.00979880     5.69802387
    4   ->     8     0.00275965    17.63020819
    4   ->    11     0.00173989    21.43843520
    1   ->    11     0.00088133    30.99122620
    1   ->    12     0.00041231    34.98880879
    5   ->     9     0.00036489    18.82852349
    6   ->    11     0.00031997    17.73728274
    1   ->     8     0.00031422    27.18299920
    6   ->    10     0.00025012    17.28386997
    2   ->    11     0.00021470    25.52541218
    4   ->    12     0.00019905    25.43601778
    5   ->    11     0.00018544    20.48423344
    3   ->     9     0.00018097    20.13026288
    2   ->     9     0.00018020    23.86970222
    4   ->    10     0.00016515    20.98502242
    4   ->     9     0.00016151    19.78272524
    3   ->    11     0.00013393    21.78597284
    5   ->    10     0.00013108    20.03082067
    1   ->     9     0.00011455    29.33551625
    5   ->    12     0.00011172    24.48181603
    2   ->    10     0.00011037    25.07199941
    6   ->    12     0.00010978    21.73486533
    1   ->    10     0.00007488    30.53781343
    6   ->     9     0.00006982    16.08157279
    3   ->    10     0.00005464    21.33256006
    2   ->     7     0.00004760     9.78500085
    5   ->     8     0.00004683    16.67600644
    6   ->     8     0.00003341    13.92905574
    2   ->     8     0.00002953    21.71718517
    1   ->     7     0.00002784    15.25081488
    2   ->    12     0.00001567    29.52299476
    3   ->    12     0.00001477    25.78355542
    3   ->     8     0.00000062    17.97774583

  Energy       2     5.0256341598E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    5   ->     7     0.99442425     4.74382212
    4   ->     7     0.09979638     5.69802387
    3   ->     7     0.03384107     6.04556151
    6   ->     7     0.00359641     1.99687142
    4   ->    11     0.00114261    21.43843520
    4   ->     8     0.00069138    17.63020819
    6   ->     9     0.00056705    16.08157279
    4   ->     9     0.00049255    19.78272524
    1   ->    11     0.00044329    30.99122620
    1   ->     8     0.00033530    27.18299920
    2   ->     8     0.00026063    21.71718517
    6   ->    11     0.00025517    17.73728274
    4   ->    12     0.00019400    25.43601778
    1   ->    12     0.00018593    34.98880879
    4   ->    10     0.00014559    20.98502242
    2   ->    11     0.00012424    25.52541218
    3   ->    10     0.00009935    21.33256006
    3   ->    11     0.00009899    21.78597284
    5   ->    10     0.00009186    20.03082067
    6   ->    12     0.00007982    21.73486533
    6   ->     8     0.00006915    13.92905574
    5   ->     8     0.00006086    16.67600644
    5   ->    11     0.00005256    20.48423344
    5   ->    12     0.00005035    24.48181603
    1   ->    10     0.00003967    30.53781343
    5   ->     9     0.00002949    18.82852349
    1   ->     9     0.00002411    29.33551625
    2   ->    10     0.00001019    25.07199941
    2   ->     9     0.00000895    23.86970222
    3   ->     8     0.00000342    17.97774583
    1   ->     7     0.00000307    15.25081488
    3   ->    12     0.00000060    25.78355542
    2   ->    12     0.00000038    29.52299476
    2   ->     7     0.00000022     9.78500085
    6   ->    10     0.00000007    17.28386997
    3   ->     9     0.00000005    20.13026288

  Energy       3     5.8529957574E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    4   ->     7     0.94633672     5.69802387
    3   ->     7     0.32190142     6.04556151
    5   ->     7     0.02871133     4.74382212
    6   ->     7     0.00077871     1.99687142
    4   ->    11     0.00070888    21.43843520
    6   ->     9     0.00057369    16.08157279
    4   ->     9     0.00046744    19.78272524
    4   ->     8     0.00025958    17.63020819
    1   ->     8     0.00020665    27.18299920
    5   ->     8     0.00016387    16.67600644
    1   ->    11     0.00015343    30.99122620
    1   ->    12     0.00013313    34.98880879
    5   ->     9     0.00013177    18.82852349
    3   ->    11     0.00012960    21.78597284
    6   ->     8     0.00011204    13.92905574
    2   ->     8     0.00011039    21.71718517
    6   ->    11     0.00008937    17.73728274
    6   ->    12     0.00008572    21.73486533
    2   ->    11     0.00008346    25.52541218
    2   ->     9     0.00007024    23.86970222
    4   ->    12     0.00006103    25.43601778
    3   ->     8     0.00005792    17.97774583
    2   ->    10     0.00005320    25.07199941
    3   ->    10     0.00004786    21.33256006
    5   ->    11     0.00003654    20.48423344
    1   ->    10     0.00003173    30.53781343
    2   ->     7     0.00002006     9.78500085
    4   ->    10     0.00001564    20.98502242
    5   ->    10     0.00001503    20.03082067
    5   ->    12     0.00000596    24.48181603
    3   ->    12     0.00000439    25.78355542
    1   ->     9     0.00000365    29.33551625
    2   ->    12     0.00000358    29.52299476
    3   ->     9     0.00000276    20.13026288
    6   ->    10     0.00000178    17.28386997
    1   ->     7     0.00000005    15.25081488

  Energy       4     6.4644202884E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    3   ->     7     0.97071778     6.04556151
    4   ->     7     0.23074023     5.69802387
    5   ->     7     0.06632676     4.74382212
    4   ->    11     0.00470937    21.43843520
    6   ->     7     0.00460962     1.99687142
    4   ->     8     0.00369965    17.63020819
    1   ->    11     0.00152315    30.99122620
    1   ->     8     0.00144115    27.18299920
    4   ->    12     0.00125489    25.43601778
    6   ->    11     0.00103339    17.73728274
    6   ->     9     0.00069411    16.08157279
    2   ->     7     0.00063966     9.78500085
    2   ->    11     0.00058737    25.52541218
    1   ->     9     0.00046572    29.33551625
    5   ->     9     0.00039982    18.82852349
    4   ->     9     0.00038537    19.78272524
    5   ->     8     0.00038216    16.67600644
    1   ->    10     0.00036539    30.53781343
    3   ->     8     0.00032694    17.97774583
    1   ->    12     0.00028432    34.98880879
    6   ->    12     0.00026978    21.73486533
    6   ->     8     0.00022446    13.92905574
    4   ->    10     0.00020830    20.98502242
    5   ->    11     0.00019674    20.48423344
    6   ->    10     0.00018010    17.28386997
    2   ->    12     0.00017769    29.52299476
    2   ->     8     0.00014389    21.71718517
    3   ->    12     0.00013619    25.78355542
    5   ->    12     0.00008587    24.48181603
    3   ->    11     0.00005245    21.78597284
    3   ->     9     0.00002873    20.13026288
    2   ->    10     0.00002473    25.07199941
    5   ->    10     0.00001441    20.03082067
    2   ->     9     0.00000702    23.86970222
    1   ->     7     0.00000571    15.25081488
    3   ->    10     0.00000367    21.33256006

  Energy       5     9.8229972833E+00 eV  S

  Transition         Weight        KS [eV]
 =============================================
    2   ->     7     0.99999991     9.78500085
    5   ->     9     0.00026499    18.82852349
    3   ->     8     0.00017053    17.97774583
    4   ->     9     0.00015664    19.78272524
    3   ->     7     0.00015227     6.04556151
    6   ->     9     0.00010572    16.08157279
    6   ->     8     0.00009575    13.92905574
    3   ->    12     0.00006302    25.78355542
    5   ->     8     0.00005611    16.67600644
    2   ->    10     0.00005026    25.07199941
    1   ->     9     0.00004962    29.33551625
    2   ->     9     0.00003396    23.86970222
    4   ->    12     0.00003256    25.43601778
    3   ->    10     0.00002829    21.33256006
    4   ->    11     0.00002777    21.43843520
    2   ->     8     0.00002162    21.71718517
    1   ->     8     0.00002147    27.18299920
    2   ->    12     0.00001746    29.52299476
    2   ->    11     0.00001630    25.52541218
    4   ->     7     0.00001318     5.69802387
    4   ->     8     0.00001187    17.63020819
    3   ->    11     0.00001135    21.78597284
    5   ->    10     0.00001132    20.03082067
    4   ->    10     0.00001106    20.98502242
    1   ->     7     0.00000872    15.25081488
    5   ->     7     0.00000780     4.74382212
    1   ->    12     0.00000561    34.98880879
    1   ->    10     0.00000472    30.53781343
    6   ->     7     0.00000446     1.99687142
    3   ->     9     0.00000392    20.13026288
    6   ->    11     0.00000278    17.73728274
    1   ->    11     0.00000123    30.99122620
    6   ->    10     0.00000063    17.28386997
    5   ->    11     0.00000030    20.48423344
    6   ->    12     0.00000004    21.73486533
    5   ->    12     0.00000001    24.48181603

  Energy       6     1.4028083951E+01 eV  S

  Transition         Weight        KS [eV]
 =============================================
    6   ->     8     0.99999152    13.92905574
    5   ->     8     0.00367229    16.67600644
    6   ->     9     0.00141877    16.08157279
    4   ->     9     0.00066044    19.78272524
    4   ->     8     0.00061224    17.63020819
    5   ->    10     0.00042833    20.03082067
    6   ->    10     0.00035240    17.28386997
    2   ->    10     0.00033142    25.07199941
    5   ->     9     0.00030603    18.82852349
    6   ->    11     0.00023764    17.73728274
    4   ->    10     0.00022195    20.98502242
    3   ->    12     0.00011086    25.78355542
    2   ->     9     0.00011041    23.86970222
    1   ->    11     0.00006489    30.99122620
    3   ->     9     0.00006072    20.13026288
    3   ->    11     0.00003960    21.78597284
    4   ->    11     0.00003884    21.43843520
    2   ->     7     0.00003667     9.78500085
    4   ->    12     0.00002985    25.43601778
    1   ->    10     0.00002487    30.53781343
    2   ->    11     0.00002416    25.52541218
    2   ->    12     0.00002338    29.52299476
    3   ->     8     0.00001997    17.97774583
    2   ->     8     0.00001537    21.71718517
    1   ->     9     0.00001459    29.33551625
    4   ->     7     0.00001283     5.69802387
    5   ->     7     0.00000951     4.74382212
    3   ->     7     0.00000286     6.04556151
    6   ->     7     0.00000082     1.99687142
    6   ->    12     0.00000055    21.73486533
    5   ->    11     0.00000024    20.48423344
    3   ->    10     0.00000023    21.33256006
    1   ->     8     0.00000011    27.18299920
