# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.26172158
    2      -0.09329348
    3       0.17259993
    4       0.24257836
    5       0.24324194
    6       0.17315167
