# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.03229723
    2      -0.10021046
    3       0.25355509
    4       0.29456843
    5       0.29208926
    6       0.22770045
