# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.17224769
    2      -0.18835190
    3       0.21863838
    4       0.28841616
    5       0.29668723
    6       0.21236245
