# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1      -0.01983469
    2      -0.09920574
    3       0.27902209
    4       0.29462799
    5       0.29065067
    6       0.25473969
