# MULLIKEN CHARGES of excited state S 1
#  Natoms =   6
# Atom        netCharge
#=========================================
    1       0.15378543
    2      -0.16363388
    3       0.21116815
    4       0.30056464
    5       0.27651826
    6       0.22159739
